6666666.136315.1646 -> calcium-dependent-antibiotic|26|26_4|311079	gi|6666666.136315.1646|6666666.136315|AHZY01|Anthranilate_synthase_amidotransferase_component_EC_4.1.3.27_@_Paraaminobenzoate_synthase_amidotransferase_component_EC_2.6.1.85|Pseudomonasfragia22AHZY01
6666666.134953.3589 -> polyketide|215|215_1|216817	gi|6666666.134953.3589|6666666.134953|AKCL01|Cyclohexadienyl_dehydrogenase_EC_1.3.1.12EC_1.3.1.43__5Enolpyruvylshikimate3phosphate_synthase_EC_2.5.1.19|Pseudomonasputidasjte1AKCL01
6666666.136574.4344 -> OXALACETATE_AMINOACIDS|1|Aspartate_transaminase_1|216817	gi|6666666.136574.4344|6666666.136574|ATKI01|Aspartate_aminotransferase_EC_2.6.1.1|Pseudomonascorrugatacfbp5454ATKI01
6666666.135439.1862 -> 3PGA_AMINOACIDS|6|Cysteine_synthase_7|300442	gi|6666666.135439.1862|6666666.135439|JXDG01|Cysteine_synthase_B_EC_2.5.1.47|PseudomonasbatumiciJXDG01
6666666.136502.4654 -> ALPHAKETOGLUTARATE_AMINOACIDS|9|Acetylornithine_aminotransferase_3|311079	gi|6666666.136502.4654|6666666.136502|ATLO01|Acetylornithine_aminotransferase_EC_2.6.1.11|PseudomonasspCfii64ATLO01
6666666.136381.2659 -> OXALACETATE_AMINOACIDS|19|argininosuccinate_lyase_3|300442	gi|6666666.136381.2659|6666666.136381|JRMC01|Argininosuccinate_lyase_EC_4.3.2.1|PseudomonassimiaeJRMC01
6666666.136486.2571 -> E4P_AMINO_ACIDS|9|Anthranilate_phosphoribosyltransferase_1|216821	gi|6666666.136486.2571|6666666.136486|JXQW01|Anthranilate_phosphoribosyltransferase_EC_2.4.2.18|PseudomonasfulvaJXQW01
6666666.296209.1423 -> Glycolysis|9|enolase_2|216821	gi|6666666.296209.1423|6666666.296209|BN20|Enolase_EC_4.2.1.11|PseudomonassaudiphocaensisBN20
6666666.136749.1041 -> E4P_AMINO_ACIDS|8|Anthranilate_synthase_component_1_3|300442	gi|6666666.136749.1041|6666666.136749|JALF01|Anthranilate_synthase_aminase_component_EC_4.1.3.27|Pseudomonasaeruginosasg17mJALF01
6666666.296212.2604 -> 3PGA_AMINOACIDS|6|Cysteine_synthase_3|300442	gi|6666666.296212.2604|6666666.296212|29606|Cysteine_synthase_EC_2.5.1.47|PseudomonasflexibilisATCC29606
6666666.102114.910 -> 3PGA_AMINOACIDS|6|Cysteine_synthase_6|216821	gi|6666666.102114.910|6666666.102114|AZUT01|Cysteine_synthase_B_EC_2.5.1.47|PseudomonasthermotoleransJ53AZUT01
6666666.134964.1151 -> ALPHAKETOGLUTARATE_AMINOACIDS|19|N_acetylglutamate_synthase_2|216821	gi|6666666.134964.1151|6666666.134964|JYHV01|Glutamate_Nacetyltransferase_EC_2.3.1.35__Nacetylglutamate_synthase_EC_2.3.1.1|PseudomonasstutzeriJYHV01
6666666.102118.1572 -> PYR_THR_AA|3|Acetolactate_synthase_large_subunit_1|216817	gi|6666666.102118.1572|6666666.102118|AUEB01|Acetolactate_synthase_large_subunit_EC_2.2.1.6|PseudomonasparafulvaDSM17004AUEB01
6666666.136615.4319 -> OXALACETATE_AMINOACIDS|1|Aspartate_transaminase_2|300442	gi|6666666.136615.4319|6666666.136615|AYUC01|Methionine_aminotransferase_PLPdependent__Glutaminedependent_2keto4methylthiobutyrate_transaminase|Pseudomonasaeruginosaatcc15442AYUC01
